,cluster_label,tags,tags_keybert,content
1042,123,"['circular economy', 'metalic waste']","['panamá', 'ciudad', 'reciclados', 'reciclaje', 'tratamiento', 'bethania', 'contenerización', 'recolección', 'caceres', 'calle', 'separación', 'ferrosos', 'lydia', 'meza', 'alfaro', 'ricardo', 'villa', 'otros', 'casa', 'contacto']","Reciclados Limez
CONTACTO PRINCIPAL: Lydia Isela Meza Rodríguez
Bethania, Vía Ricardo J. Alfaro, Villa Caceres, calle 76 A, Casa No 35 A
Gestión y valoración de materiales reciclables ferrosos
Ciudad de Panamá
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1043,165,['waste management'],"['woodcarvers', 'forestry', 'firewood', 'woods', 'handicraft', 'forest', 'handicrafts', 'wood', 'crafts', 'farms', 'farm']","Traditional crafts from wood waste
Based on the concept 'waste to wealth', the project aims to produce high-value wooden craft products and decorations. The wood is sourced from woods of small diameter that comes from the thinning of teak wood farms. This small-diameter wood is usually known as 'kayu jaras' and is often thrown away or turned into firewood. 
The Forest Research Institute Malaysia (FRIM) has successfully organised a community programme in the effort to include the local communities in the research and development (R&D) output, particularly on the use, processing, and value-added production process from the thinning of the teak wood farm. 
The community-inclusive impact programme for the initial phase (2019-2020) of the programme was successfully implemented under the 11th Malaysia Plan (RMK11). The programme was also supported by the Malaysian Handicraft Development Corporation (Perlis branch), and the State of Perlis' Department of Forestry. 
The communities that participated in the programme were exposed to the various uses of and skills to make the handicrafts. Today, the cooperative effort has led to the pioneering of highly-skilled creative artists and woodcarvers among the communities in Perlis."
1044,123,"['circular economy', 'metalic waste']","['contenerización', 'tratamiento', 'reciclaje', 'recolección', 'ciudad', 'diaz', 'calle', 'separación', 'vertedero', 'barrio', 'otros', 'mitra', 'venta', 'contacto', 'transporte', 'compra', 'valorización', 'chorrera', 'residuos', 'metálicos']","[Reciclaje] Compra y Venta Aquiles
CONTACTO PRINCIPAL: Basilia de Diaz
La Mitra Barrio de La Grifa calle al vertedero / (507) 6493-3137
Gestión y valorización de residuos metálicos
Ciudad de la Chorrera
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1045,195,[],"['aqualonis', 'asegurando', 'ultrafinas', 'tecnología', 'energía', 'carbono', 'funcionamiento', 'llevar', 'agua', 'extraen', 'sea', 'filtra', 'consumo', 'calidad', 'método', 'niebla', 'tuberías', 'óptima', 'almacenan', 'está']","Colectores de Niebla

El sistema Aqualonis es fácil de instalar y es neutro en carbono, ya que no utiliza energía para su funcionamiento. A través de sus mallas ultrafinas de alta tecnología, extraen el agua que está en el aire y la recogen en recipientes que almacenan el líquido asegurando que la calidad sea óptima para el consumo humano. 
Es un método que no solo capta el agua del aire sino que la filtra para que sea apta para el consumo humano. Es perfecto para comunidades que viven en zonas montañosas donde es difícil llevar agua a través de tuberías."
1046,195,[],"['plantas', 'necesaria', 'tecnologías', 'milenario', 'necesitan', 'seguridad', 'cerca', 'estación', 'milenarias', 'proporcionan', 'agua', 'asientan', 'alimentaria', 'artesanos', 'ellos', 'energía', 'barato', 'consumo', 'hídrico', 'la']","Riego Con Vasijas

Sistema milenario que no requiere energía y utiliza solo el agua que necesitan las plantas. Además, emplea artesanos, contribuye a la seguridad alimentaria, es barato y biodegradable.
A través de un sistema de transpiración, los recipientes proporcionan el agua necesaria a las plantas que se asientan cerca de ellos. Las plantas utilizan el agua que necesitan y tienen una reserva a su alcance, lo que les permite reducir el estrés hídrico en la estación seca. 
Utiliza tecnologías milenarias que permiten reducir el consumo de agua y no tienen ningún impacto ambiental negativo."
1047,123,"['circular economy', 'metalic waste']","['libertadores', 'carlos', 'tratamiento', 'metálicos', 'ciudad', 'recolección', 'contenerización', 'reciclaje', 'castillo', 'otros', 'separación', 'chorrera', 'colón', 'contacto', 'venta', 'barrio', 'compra', 'la', 'principal', 'metales']","[Reciclaje] Compra y Venta La Chorrera
CONTACTO PRINCIPAL: Carlos Castillo
Ave. Libertadores Final, Barrio Colón / (507) 6617-8988
Gestión y valoración de materiales metálicos
Ciudad de la Chorrera
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1048,195,[],"['ciclos', 'aeropónico', 'oscuro', 'necesitan', 'altamente', 'pocos', 'técnica', 'dentro', 'agua', 'frecuencia', 'directamente', 'riego', 'minutos', 'raíz', 'aire', 'sistema', 'una', 'pueden', 'rápidamente', 'interrumpen']","Sistema Aeropónico

Técnica en la que las raíces se suspenden en el aire, dentro de un medio oscuro, y se riegan con solución nutritiva en una frecuencia de unos pocos minutos. Aunque es una técnica altamente eficiente, las raíces pueden secarse rápidamente los ciclos de riego que se interrumpen. 
Se riega directamente a la raíz y las raíces no necesitan estar en contacto con el agua directamente."
1049,123,"['circular economy', 'metalic waste']","['panamericana', 'contenerización', 'ciudad', 'recolección', 'ferrosos', 'tratamiento', 'reciclaje', 'panexin', 'eligio', 'gómez', 'separación', 'otros', 'contacto', 'transporte', 'chorrera', 'valoración', 'materiales', 'la', 'principal', 'vía']","Panexin,S.A.
CONTACTO PRINCIPAL: Eligio Gómez
Vía Panamericana La Pesa/ (507)-6678-1319
Gestión y valoración de materiales ferrosos
Ciudad de La Chorrera
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1050,195,[],"['conectarse', 'pequeñas', 'quedan', 'atrapados', 'filtro', 'filtra', 'la', 'todos', 'agua', 'acceso', 'fuente', 'consumo', 'tuberías', 'fibras', 'portátil', 'pero', 'también', 'solución', 'que', 'las']","Filtro OLA

El filtro OLA ofrece una solución para las comunidades con acceso a una fuente de agua a través de tuberías, pero que está contaminada o no es apta para el consumo humano. A través de pequeñas fibras, todos los contaminantes en el agua quedan atrapados.
Solo debe conectarse a la salida del ""Jet"" y el agua que sale del filtro se filtra por completo. 
Es un filtro instantáneo y también es portátil."
1051,120,['fishery'],"['fishermen', 'fishing', 'fisherman', 'fish', 'artisan', 'sea']","Mobile Fish Marketplace 
""A traceability solution interface that links the fishermen and the consumer “ from the sea to the plate”. Through the Marketplace, fishermen can also get relevant feedback from consumers, and help build relations between consumers and the fishing communities down to single fisherman. The Marketplace is the cornerstone for fishermen to get compensated for their good practices, therefore expanding responsible practices and improving artisan fishing culture in the coastal communities.""
https://www.remoraxyz.com/technologies/mobile-app-whatsfish.html"
1052,123,"['circular economy', 'metalic waste']","['tenorio', 'recolección', 'reciclaje', 'contenerización', 'altos', 'francisco', 'tratamiento', 'ramiro', 'otros', 'separación', 'chorrera', 'cerca', 'autopista', 'transporte', 'contacto', 'principal', 'la', 'san', 'metales']","[Reciclaje] Ramiro Tenorio
CONTACTO PRINCIPAL: Ramiro Tenorio
(507) 6669-5816
Altos de San Francisco cerca de la Autopista
La Chorrera
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1053,481,[],"['ecológico', 'guatemalteco', 'purificador', 'ecofiltro', 'tecnología', 'estético', 'trabajo', 'elementos', 'económico', 'filtración', 'necesita', 'hogares', 'invento', 'agua', 'naturales', 'duradero', 'filtro', 'lugares', 'activado', 'carbón']","ECO Filtro

ECOFILTRO es un purificador, dispensador y filtro de agua ecológico y estético hecho de elementos naturales. Su tecnología de filtración consiste en: carbón activado, barro y plata coloidal. Es perfecto para hogares, lugares de trabajo o áreas compartidas donde se necesita agua para beber. 
Es un invento guatemalteco, es económico y duradero."
1054,195,[],"['waterlife', 'cualquier', 'water', 'filtros', 'bajo', 'enfermedades', 'filtración', 'filtro', 'casi', 'método', 'atitlán', 'life', 'agua', 'conectan', 'encuentre', 'la', 'comunidades', 'pueden', 'donde', 'batería']","Filtro de Agua Water4Life

Los filtros Water for Life se conectan directamente al ""chorro"" de la batería o a cualquier lugar donde se encuentre la salida de agua. Su filtración es casi inmediata y protege a las personas de enfermedades que pueden contraer al beber agua contaminada. 
Es un método de filtración de bajo costo, accesible a las comunidades que viven en Atitlán."
1055,200,"['co-creation', 'community hub for local solutions', 'community involvement', 'community organizing', 'sustainable urbanisation', 'co -creation', 'co creation']","['build', 'improving', 'social', 'stage', 'new', 'community', 'enterprise', 'living', 'culture', 'aims', 'groups', 'early', 'roof', 'coliving', 'bridge', 'create', 'people', 'share', 'ability']","The Roof Coliving community

Roof Coliving is an early-stage social enterprise based in Turkey that aims to build a bridge between different groups of people. Roof carries aims to create a new culture of common living by improving people’s ability to share and co-create."
1056,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['canajagua', 'recolección', 'contenerización', 'reciclaje', 'ciudad', 'tratamiento', 'morales', 'rafael', 'ferrosos', 'díaz', 'separación', 'otros', 'ramiro', 'américas', 'chorrera', 'ventas', 'jovino', 'jardín', 'frente', 'valoración']","[Reciclaje] Ventas Rafael 
CONTACTO PRINCIPAL: Ramiro Morales Jovino Díaz
Ave. De Las Américas al frente del Jardín Canajagua / (507) 6735-6201
Gestión y valoración de residuos de materiales ferrosos
Ciudad de La Chorrera
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1057,140,"['ocean', 'craft']","['lionfish', 'aquarium']","Invasive species-derived jewelry 
Jewelry made from invasive lionfish species in Dominica

Invasive lionfish first entered Dominica in 2011. A local marine protected area and dive shop were granted the rights to hunt the invasive species which is consumed domestically. Additionally, jewelers have been created unique crafts and products out of the species that is known to takeover reefs and reduce biodiversity due to it having no predators if left unchecked. The jewelry is one solution to this species that was originally brought to America from the Indian and Pacific Oceans via aquarium trading."
1058,123,"['circular economy', 'metalic waste']","['panamá', 'reciclaje', 'recolección', 'librada', 'calle', 'tratamiento', 'contenerización', 'ferrosos', 'separación', 'otros', 'contacto', 'mitra', 'transporte', 'santa', 'residuos', 'la', 'chorrera', 'materiales', 'valoración', 'rené']","[Reciclaje] René Mitre 
CONTACTO PRINCIPAL: René Mitre
Calle Santa Librada, La Mitra / (507) 6575-4544
Gestión y valoración de residuos de materiales ferrosos
La Chorrera, Panamá
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1059,412,['fishery'],"['fish', 'bamboo', 'biodegradable', 'traps', 'pot', 'trap', 'natural', 'funnel']","Biodegradable Bamboo Fish Traps
Bamboo (natural, biodegradable) escape funnel on fish pot / trap"
1060,425,"['water', 'ocean']","['swim', 'ocean', 'water', 'safe']","Ocean-Based Swim Training Mats
Open water ocean mats for swim instruction. Helps create safe spaces where the public can learn to swim (no jet skis, etc.)"
1061,488,"['food', 'solar energy', 're-use']","['seafood', 'fish', 'cook', 'boat', 'solar', 'shop']","Solar Powered Boat Retrofitted into Cook Shop
Solar-powered, retrofitted boat turned into a cook shop focused on local fish and seafood.
https://barbadostoday.bb/2022/06/16/entrepreneurs-northern-treat-for-locals-and-tourists/
https://www.instagram.com/caboosebarbados/"
1062,195,"['clean energy', 'wind energy']","['viento', 'vientos', 'ordenador', 'diferencia', 'eólicas', 'eólica', 'llevarse', 'viendo', 'reducido', 'pequeñas', 'necesita', 'espacio', 'hogares', 'generación', 'baja', 'características', 'pueda', 'almacenarse', 'atención', 'energía']","Generación Eólica Personal o Para Hogares

Esta solución logra producir energía con vientos de intensidad baja, a diferencia de otras turbinas eólicas pequeñas. ""Por ejemplo, se puede cargar un ordenador portátil con un viendo de unos 14 kilómetros por hora. La versión más potente -de 600 W- tan solo necesita 28 kilómetros por hora de viento para producir su máximo de energía. La idea es poder ser una turbina compacta que pueda llevarse a lugares de difícil acceso. 
Una de las características que más llama la atención es la capacidad para replegarse y almacenarse en un espacio reducido. Según recogen desde KiteX, todo el sistema cabe en un espacio de 200 x 20 x 20 centímetros."
1063,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'recolección', 'tratamiento', 'reciclaje', 'veraguas', 'aguadulce', 'unidos', 'hernandez', 'separación', 'barrios', 'calle', 'coclé', 'ruben', 'valorización', 'transporte', 'contacto', 'otros', 'materiales', 'compra', 'venta']","[Reciclaje] Compra y Venta Ruben
CONTACTO PRINCIPAL: Ruben Daria Hernandez
Calle Veraguas, Barrios Unidos / (507) 6707-4613
Gestión y valorización de materiales reciclables 
Aguadulce, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1064,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'recolección', 'reciclaje', 'tratamiento', 'jorello', 'ferrosos', 'aguadulce', 'castro', 'empresa', 'coclé', 'otros', 'calle', 'retorno', 'separación', 'barco', 'malambo', 'transporte', 'valorización', 'materiales', 'eloy']","[Reciclaje] Barco Jorello
CONTACTO PRINCIPAL: Eloy Castro
Calle Retorno Malambo, Aguadulce / (507) 6658-2875
Gestión y valorización de materiales reciclables ferrosos
Aguadulce, Coclé

Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1065,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'recolección', 'reciclaje', 'cienega', 'tratamiento', 'ferrosos', 'tito', 'aguadulce', 'rodríguez', 'calle', 'coclé', 'luis', 'transporte', 'separación', 'otros', 'contacto', 'materiales', 'venta', 'compra', 'pocrí']","[Reciclaje] Compra y Venta Tito
CONTACTO PRINCIPAL: Luis Rodríguez
Calle Cienega, Pocrí / (507) 6642-0983
Gestión y valoración de materiales reciclables ferrosos
Aguadulce, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1066,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'reciclaje', 'recolección', 'ferrosos', 'tratamiento', 'perú', 'separación', 'contacto', 'venta', 'otros', 'transporte', 'compra', 'achurra', 'nicolás', 'materiales', 'pocrí', 'nico', 'nuevo', 'valoración', 'reciclables']","[Reciclaje] Compra y Venta Nico 
CONTACTO PRINCIPAL: Nicolás Achurra
Nuevo Perú Pocrí / (507) 6520-1962
Gestión y valoración de materiales reciclables ferrosos
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1067,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['recolección', 'contenerización', 'reciclaje', 'mendieta', 'aguadulce', 'tratamiento', 'robles', 'juan', 'calle', 'separación', 'otros', 'bautista', 'manuel', 'ventas', 'compras', 'contacto', 'transporte', 'materiales', 'valoración', 'pozo']","[Reciclaje] Compras y Ventas J.M.
CONTACTO PRINCIPAL: Juan Bautista Mendieta
Pozo Azul- Calle Manuel Robles, Aguadulce
Gestión y valoración de materiales reciclables
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1068,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['recolección', 'reciclaje', 'contenerización', 'tratamiento', 'aguadulce', 'raúl', 'ferrosos', 'separación', 'juan', 'alejandro', 'otros', 'coclé', 'compra', 'transporte', 'venta', 'materiales', 'contacto', 'valoración', 'tapia', 'principal']","[Reciclaje] Compra y Venta Juan Raúl
CONTACTO PRINCIPAL: Juan R. Pinto
Ave. Alejandro Tapia Final, Aguadulce
Gestión y valoración de materiales reciclables ferrosos
Aguadulce, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1069,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'reciclaje', 'aguadulce', 'ferrosos', 'cemento', 'tratamiento', 'santamaria', 'recolección', 'coclé', 'trejos', 'separación', 'eneida', 'otros', 'costado', 'venta', 'contacto', 'compra', 'transporte', 'pmá', 'materiales']","[Reciclaje] Compra y Venta Eneida
CONTACTO PRINCIPAL: Eneida Santamaria Trejos
Vía Int. a un costado de Cemento Pmá, Aguadulce
Gestión y valoración de materiales reciclables ferrosos
Aguadulce, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1070,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'aguaduclce', 'recolección', 'tratamiento', 'reciclaje', 'castro', 'aguadulce', 'luis', 'calle', 'separación', 'otros', 'contacto', 'transporte', 'venta', 'retorno', 'materiales', 'compra', 'malambo', 'valoración', 'metales']","[Reciclaje] Compra y Venta Luis
CONTACTO PRINCIPAL: Luis Castro
Calle Retorno Malambo, Aguadulce
Gestión y valoración de materiales reciclables
Aguaduclce, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1071,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'reciclaje', 'recolección', 'aguadulce', 'ferrosos', 'tratamiento', 'tito', 'coclé', 'separación', 'josé', 'transporte', 'otros', 'materiales', 'venta', 'contacto', 'compra', 'alejandro', 'tapia', 'vergara', 'valoración']","[Reciclaje] Compra y Venta José
CONTACTO PRINCIPAL: Tito José Vergara
Ave. Alejandro Tapia, Aguadulce
Gestión y valoración de materiales reciclables ferrosos
Aguadulce, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1072,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'ciénega', 'tratamiento', 'maría', 'reciclaje', 'esther', 'ferrosos', 'recolección', 'coclé', 'separación', 'córdoba', 'metales', 'vieja', 'venta', 'contacto', 'antón', 'otros', 'compra', 'valorización', 'transporte']","[Reciclaje] Compra y Venta de Metales Esther
CONTACTO PRINCIPAL: Esther María Córdoba
Vía Int. Ciénega Vieja, Antón
Gestión y valorización de materiales reciclables ferrosos
Antón, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1073,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'gonzález', 'recolección', 'reciclaje', 'aguadulce', 'ferrosos', 'tratamiento', 'separación', 'coclé', 'eladio', 'otros', 'contacto', 'transporte', 'venta', 'compra', 'materiales', 'josé', 'valorización', 'barrio', 'principal']","[Reciclaje] Compra y Venta San José
CONTACTO PRINCIPAL: Eladio González Gil
Vía Principal, Barrio San José, Penonomé
Gestión y valorización de materiales reciclables ferrosos
Aguadulce, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1074,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['ferrosos', 'contenerización', 'reciclaje', 'recolección', 'tratamiento', 'materiales', 'transporte', 'empresa', 'separación', 'otros', 'compra', 'metales', 'valorización', 'contacto', 'venta', 'reciclables', 'principal']","[Reciclaje] Compra y Venta J.R.
CONTACTO PRINCIPAL: Aristides Arosemena
Gestión y valorización de materiales reciclables ferrosos

Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1075,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['ponce', 'reciclaje', 'recolección', 'tratamiento', 'contenerización', 'centro', 'rodriguez', 'mithseel', 'calle', 'tercera', 'otros', 'separación', 'coclé', 'transporte', 'hermanos', 'contacto', 'compra', 'hato', 'materiales', 'valoración']","[Reciclaje] Compra y Venta Hermanos Ponce Rodríguez
CONTACTO PRINCIPAL: Mithseel A. Rodriguez de Ponce
Río Hato, Centro, Calle Tercera
Gestión y valoración de materiales reciclables
Río Hato, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1076,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'reciclaje', 'tratamiento', 'recolección', 'ferrosos', 'coclé', 'separación', 'venta', 'otros', 'contacto', 'compra', 'transporte', 'pollos', 'pocholín', 'frontera', 'bda', 'casa', 'materiales', 'garces', 'hato']","[Reciclaje] Compra y Venta Pocholín
CONTACTO PRINCIPAL: Gabriel Andreve Garces
Vía a Los Pollos, Bda., La Frontera, Casa No 63, Río Hato
Gestión y valorización de materiales ferrosos reciclables
Río Hato, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1077,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['panamá', 'recolección', 'reciclaje', 'productos', 'tratamiento', 'contenerización', 'separación', 'estancia', 'jansen', 'santa', 'otros', 'roberts', 'rex', 'contacto', 'valorización', 'transporte', 'casa', 'materiales', 'río', 'hato']","Productos de Reciclaje Panamá
CONTACTO PRINCIPAL: Rex Jansen Roberts
Las Palmas, Santa Clara, Casa Estancia Jansen, Río Hato
Gestión y valorización de materiales reciclables
Santa Clara, Río Hato
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1078,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['recolección', 'galvez', 'contenerización', 'reciclaje', 'ferrosos', 'tratamiento', 'empresa', 'separación', 'gilberto', 'otros', 'venta', 'transporte', 'compra', 'casa', 'barnett', 'contacto', 'antón', 'valorización', 'materiales', 'hato']","[Reciclaje] Compra y Venta Galvez
CONTACTO PRINCIPAL: Severino Gilberto Galvez Barnett
Ave. Belén, Casa No 19, Río Hato, Dist. Antón
Gestión y valorización de materiales reciclables ferrosos

Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1079,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['ciruelito', 'patricio', 'recolección', 'contenerización', 'reciclaje', 'tratamiento', 'ferrosos', 'enrique', 'coclé', 'antón', 'transporte', 'contacto', 'separación', 'otros', 'materiales', 'ventas', 'valorización', 'miranda', 'metales', 'principal']","[Reciclaje] Ventas Patricio
CONTACTO PRINCIPAL: Patricio Enrique Miranda
Ciruelito de Antón
Gestión y valorización de materiales ferrosos reciclables
Antón, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1080,123,"['circular economy', 'metalic waste']","['ferrosos', 'tratamiento', 'aguadulce', 'contenerización', 'reciclaje', 'recolección', 'barrida', 'coclé', 'materiales', 'metales', 'transporte', 'valorización', 'separación', 'malambo', 'otros', 'tbc', 'reciclables']","Indresa
TBC
Aguadulce, Barrida Malambo
Gestión y valorización de materiales ferrosos reciclables
Aguadulce, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1081,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['aguadulce', 'contenerización', 'recolección', 'reciclaje', 'tratamiento', 'ferrosos', 'porfirio', 'pinzón', 'separación', 'barriada', 'malvinas', 'coclé', 'otros', 'transporte', 'valorización', 'materiales', 'pocrí', 'tbc', 'las', 'metales']","[Reciclaje] Porfirio Pinzón
TBC
Pocrí de Aguadulce, Barriada Las Malvinas / 507-6639-7255
Gestión y valorización de materiales reciclables ferrosos
Aguadulce, Coclé
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1082,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['panamá', 'ortega', 'reciclaje', 'latapanamasa', 'recolección', 'gmail', 'recicladora', 'tratamiento', 'colón', 'ciudad', 'contenerización', 'email', 'separación', 'luis', 'contacto', 'ferrosos', 'otros', 'central', 'lata', 'transporte']","Recicladora Lata Panamá
CONTACTO PRINCIPAL: Ing. Luis Ortega
Cl 15 y Ave. Central, Colón / 444-3733 / EMAIL: latapanamasa@gmail.com
Gestión y valoración de materiales reciclables ferrosos
Ciudad de Colón, Colón
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1083,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['recolección', 'reciclaje', 'contenerización', 'tratamiento', 'chirigagua', 'ferrosos', 'boquerón', 'transporte', 'separación', 'otros', 'eric', 'servicio', 'auto', 'contacto', 'materiales', 'distrito', 'valoración', 'metales', 'principal', 'reciclables']","[Reciclaje] Auto Servicio Eric Fong
CONTACTO PRINCIPAL: Eric Fong
Chirigagua, Distrito de Boquerón
Gestión y valoración de materiales reciclables ferrosos
Boquerón, Chiriquí
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1084,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'reciclaje', 'recolección', 'ciudad', 'tratamiento', 'empresa', 'separación', 'ferrosos', 'david', 'rodrigo', 'coleguita', 'espinosa', 'calle', 'otros', 'transporte', 'venta', 'compra', 'contacto', 'materiales', 'valoración']","[Reciclaje] Compra y Venta Espinosa
CONTACTO PRINCIPAL: Rodrigo Espinosa Palma
Calle P Norte, Coleguita / Ciudad de David (507) 775-6379
Gestión y valoración de materiales reciclables ferrosos
Ciudad de David
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1085,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['clínica', 'hospital', 'contenerización', 'reciclaje', 'recolección', 'tratamiento', 'separación', 'vega', 'francisco', 'david', 'contacto', 'cattán', 'cerca', 'transporte', 'ríos', 'compra', 'principal', 'dolega', 'ferrosos', 'clark']","[Reciclaje] Compra y Ventas Ríos
CONTACTO PRINCIPAL: Roberto Ríos Vega
Ave. Francisco Clark cerca de la Clínica Hospital Cattán
Gestión y valoración de materiales reciclables ferrosos
Dolega, David, Chiriquí
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1086,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'joshelyne', 'químicos', 'recolección', 'ferrosos', 'reciclaje', 'doleguita', 'roberto', 'tratamiento', 'productos', 'martínez', 'teléfono', 'otros', 'separación', 'contacto', 'frente', 'transporte', 'valorización', 'principal', 'materiales']","Reciclaje Joshelyne
CONTACTO PRINCIPAL: Roberto Martínez
Vía Doleguita, frente a Productos Químicos Ivys / Teléfono: 774-0798
Gestión y valorización de materiales reciclables ferrosos
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1087,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'villareal', 'reciclaje', 'tratamiento', 'reciclados', 'ciudad', 'recolección', 'sánchez', 'separación', 'quintero', 'empresa', 'otros', 'contacto', 'david', 'irma', 'barrio', 'transporte', 'principal', 'metales']","Reciclados Chiriquí
CONTACTO PRINCIPAL: Irma Sánchez
Barrio Quintero Villareal, Ciudad de David / (507) 774-7146
Ciudad de David, Chiriquí

Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
1088,123,"['circular economy', 'metalic waste', 'micro small medium enterprises']","['contenerización', 'recolección', 'reciclaje', 'tratamiento', 'separación', 'arcía', 'bajo', 'boquete', 'contacto', 'transporte', 'materiales', 'valoración', 'otros', 'iris', 'principal', 'distrito', 'metales', 'reciclables', 'real']","[Reciclaje] Real Boquete
CONTACTO PRINCIPAL: Iris Arcía
Bajo Boquete, Distrito de Boquete
Gestión y valoración de materiales reciclables
Boquete, Chiriquí
N/A
Empresa
Separación/Contenerización
Recolección
Transporte
Tratamiento/ Reciclaje
Aluminio y otros metales"
